"model_bad_id","model_good_id","model_bad_name","model_bad_step","model_good_name","model_good_step","reward_bad","reward_good"
"1","61","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P2","76800000","89.276","30.724000000000004"
"1","62","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P2","80000000","88.544","31.456000000000003"
"1","63","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P2","12800000","93.878","26.122"
"1","64","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P2","25600000","91.455","28.545"
"1","65","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P2","38400000","88.339","31.661"
"1","66","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P2","51200000","88.024","31.976"
"1","67","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P2","64000000","86.357","33.643"
"1","68","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P2","76800000","85.477","34.522999999999996"
"1","69","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P2","80000000","85.529","34.471000000000004"
"1","70","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P1","12800000","91.89","28.11"
"1","71","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P1","25600000","90.897","29.102999999999994"
"1","72","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P1","38400000","87.874","32.126000000000005"
"1","73","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P1","51200000","89.446","30.554000000000002"
"1","74","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P1","64000000","88.565","31.435000000000002"
"1","75","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P1","76800000","88.989","31.010999999999996"
"1","76","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P1","80000000","88.589","31.411"
"1","77","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P1","12800000","94.342","25.658"
"1","78","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P1","25600000","91.067","28.933000000000007"
"1","79","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P1","38400000","90.584","29.415999999999997"
